node_id,temperature,humidity,pressure
5,26.857,40.054,101001.453
3,25.131,41.697,101000.086
2,27.107,41.644,101000.969
4,25.006,40.443,101002.172
6,26.288,42.419,101000.047
5,25.199,40.252,101002.430
3,25.183,40.748,101001.859
2,25.026,40.366,101000.039
4,27.219,40.187,101000.008
6,25.982,41.923,101000.875
5,27.001,40.196,101000.477
3,26.953,41.793,101000.008
2,27.484,41.390,101000.484
4,25.241,40.312,101002.414
6,26.978,40.009,101000.133
5,25.058,41.197,101000.242
3,26.392,41.851,101002.086
2,26.115,42.470,101002.508
4,26.411,40.655,101001.555
6,26.455,41.275,101001.102
5,27.116,40.204,101000.438
3,25.043,41.602,101000.109
2,25.587,40.538,101001.844
4,27.445,40.662,101000.156
6,27.466,42.484,101002.016
5,25.289,40.527,101000.516
3,27.506,40.055,101000.055
2,25.010,40.064,101001.727
4,25.025,40.111,101001.117
6,27.503,40.195,101000.047
5,25.855,40.266,101001.922
3,25.012,40.738,101002.508
2,26.113,42.476,101001.453
4,25.739,40.333,101000.023
6,25.061,40.065,101001.523
5,25.631,40.036,101000.023
3,26.988,40.384,101000.039
2,26.143,40.160,101002.500
4,25.012,40.047,101000.008
6,25.203,42.501,101001.750
5,25.011,40.904,101001.023
3,25.412,41.032,101001.469
4,25.013,42.084,101001.195
2,26.588,40.478,101000.008
6,27.008,42.465,101000.008
5,27.217,40.006,101000.992
3,27.506,41.090,101002.453
2,25.138,40.016,101000.008
4,25.999,41.309,101002.125
6,27.115,42.382,101000.023
5,25.056,40.893,101000.125
3,26.312,42.332,101002.289
4,25.091,41.494,101000.430
2,25.123,40.036,101000.016
6,26.666,40.819,101002.453
5,25.864,40.024,101000.062
3,26.487,42.385,101002.422
2,26.825,42.340,101000.922
4,26.996,41.817,101000.008
6,25.019,41.634,101000.031
5,26.948,42.198,101000.398
3,25.063,40.114,101000.023
2,26.213,40.225,101001.453
4,25.734,42.397,101002.492
6,25.146,40.253,101000.438
5,25.181,42.140,101000.008
3,25.968,40.988,101000.117
2,27.448,42.504,101000.453
4,27.340,40.077,101000.188
6,27.122,40.130,101000.094
5,25.477,41.105,101001.109
3,27.394,40.055,101002.336
4,27.304,40.012,101000.375
2,25.206,41.402,101000.742
6,27.127,41.303,101000.406
5,26.551,41.109,101000.008
3,25.043,42.366,101000.195
2,27.505,40.256,101001.055
4,26.543,40.011,101000.078
6,25.006,41.417,101000.180
5,26.003,40.056,101000.102
3,25.424,40.039,101000.656
2,26.603,40.389,101000.055
4,25.537,42.280,101002.062
6,25.616,40.586,101000.008
