node_id,temperature,humidity,pressure
2,25.016,42.01,101002.188
2,27.223,41.019,101000.078
2,26.057,41.551,101000.977
2,25.738,41.324,101000.117
2,27.306,40.268,101000.344
2,25.011,40.134,101002.383
2,25.437,41.004,101000.023
2,25.019,42.489,101001.43
2,25.807,40.568,101001.086
2,25.038,40.008,101000.008
2,25.121,42.206,101000.719
2,27.096,40.013,101001.578
2,25.704,40.136,101000.758
2,27.495,40.05,101002.492
2,27.16,41.186,101000.562
2,27.284,40.015,101000.414
2,25.691,40.957,101002.492
2,25.009,40.047,101000.125
2,25.267,40.146,101000.094
2,25.468,41.722,101001.875
2,25.024,40.01,101000.031
2,26.682,40.009,101000.523
2,25.183,40.006,101002.102
2,25.406,42.336,101002.484
2,25.009,42.041,101001.914
2,25.013,40.515,101000.047
2,25.869,42.497,101001.312
2,27.256,40.112,101000.047
2,26.621,40.021,101000.008
2,27.432,41.85,101000.078
3,25.055,42.408,101000.117
3,25.252,41.946,101001.219
3,27.314,42.501,101002.141
3,25.05,42.502,101000.008
3,25.013,40.175,101000.008
3,26.845,42.474,101000.281
3,27.457,40.738,101001.789
3,25.175,42.505,101000.016
3,26.026,40.013,101000.961
3,25.504,40.194,101000.07
3,26.049,40.625,101002.492
3,26.272,40.229,101001.367
3,25.012,40.064,101000.18
3,25.013,40.449,101000.125
3,25.047,40.023,101000.211
3,27.429,42.482,101000.008
3,25.131,40.806,101000.023
3,26.099,42.506,101000.023
3,25.109,40.04,101000.352
3,25.007,40.188,101000.008
3,25.693,40.202,101000.023
3,25.162,40.033,101000.039
3,27.173,40.661,101000.188
3,26.915,40.746,101002.5
3,25.484,41.11,101000.992
3,26.63,40.049,101001.891
3,25.303,41.524,101000.008
3,27.427,40.826,101001.594
3,25.007,42.504,101001.203
3,27.161,40.009,101002.477
4,26.118,40.265,101000.125
4,26.882,40.013,101002.484
4,26.534,42.459,101000.023
4,25.062,40.006,101000.758
4,25.041,42.45,101002.391
4,25.678,42.506,101000.031
4,25.661,42.282,101001.789
4,27.0,40.942,101002.156
4,25.051,40.96,101001.406
4,25.197,40.085,101001.516
4,26.239,40.147,101000.422
4,25.02,42.471,101002.461
4,25.02,41.26,101001.32
4,25.402,42.122,101000.484
4,25.013,41.045,101001.242
4,27.118,40.093,101002.086
4,26.924,40.019,101000.109
4,25.018,40.006,101000.578
4,26.008,42.122,101000.031
4,25.019,40.093,101000.727
4,27.395,42.178,101000.711
4,25.174,40.157,101000.102
4,27.402,42.438,101001.273
4,25.937,40.446,101001.547
4,25.064,41.022,101002.062
4,27.153,40.23,101001.93
4,25.762,42.477,101002.25
4,25.549,40.602,101002.492
4,26.517,40.095,101000.016
4,27.027,40.054,101001.492
5,27.328,40.006,101000.188
5,26.812,40.263,101001.32
5,25.051,40.381,101000.359
5,25.113,42.085,101000.141
5,26.295,40.015,101000.062
5,27.274,40.013,101000.125
5,25.028,41.86,101001.43
5,26.351,40.064,101000.617
5,25.065,42.485,101000.203
5,27.182,40.01,101000.539
5,26.297,40.842,101000.773
5,25.014,42.388,101002.5
5,27.068,41.522,101001.781
5,27.361,40.442,101000.016
5,25.636,42.404,101002.492
5,25.764,40.042,101001.227
5,25.145,40.313,101001.938
5,25.01,40.054,101000.195
5,26.094,42.506,101001.383
5,25.896,40.611,101000.016
5,25.373,40.209,101001.875
5,26.426,40.006,101002.508
5,26.945,40.133,101002.492
5,25.124,40.772,101000.023
5,26.953,42.499,101000.164
5,25.114,40.632,101000.25
5,26.234,40.084,101000.117
5,25.009,42.149,101000.008
5,27.49,40.42,101001.961
5,25.193,41.531,101000.68
6,25.007,41.044,101000.297
6,27.474,40.006,101000.102
6,26.336,42.442,101000.391
6,25.268,40.741,101000.25
6,26.417,40.528,101000.922
6,26.832,40.013,101000.008
6,25.218,40.038,101000.375
6,27.425,40.507,101002.297
6,25.088,40.046,101000.125
6,25.983,40.066,101000.008
6,25.106,40.354,101001.703
6,25.751,40.1,101000.641
6,25.007,40.056,101002.422
6,25.77,40.311,101000.141
6,26.143,42.38,101001.633
6,26.22,41.698,101001.562
6,25.141,40.716,101002.453
6,26.164,40.095,101000.164
6,25.28,40.187,101000.039
6,25.102,40.029,101000.023
6,27.105,40.48,101000.008
6,26.764,41.314,101001.031
6,27.049,40.374,101001.148
6,27.313,40.53,101000.945
6,27.001,40.017,101001.266
6,27.369,40.116,101000.367
6,27.503,40.379,101001.961
6,25.016,42.447,101000.195
6,25.069,40.006,101002.492
6,25.765,42.434,101000.164
