Session Key,Protocol,Src IP,Src Port,Dst IP,Dst Port,Init Ts,Last Ts,Ts,Duration,Mac Addr,Label,Fwd IAT Min,Fwd IAT Max,Fwd IAT Sum,Fwd IAT Ave,Fwd IAT Std,Bwd IAT Min,Bwd IAT Max,Bwd IAT Sum,Bwd IAT Ave,Bwd IAT Std,Flow IAT Min,Flow IAT Max,Flow IAT Ave,Flow IAT Std,Fwd Flag Ack Num,Bwd Flag Ack Num,F/Bwd Flag Ack Ratio,Fwd Flag Ack Speed,Bwd Flag Ack Speed,Fwd Flag Cwr Num,Bwd Flag Cwr Num,F/Bwd Flag Cwr Ratio,Fwd Flag Cwr Speed,Bwd Flag Cwr Speed,Fwd Flag Ecn Num,Bwd Flag Ecn Num,F/Bwd Flag Ecn Ratio,Fwd Flag Ecn Speed,Bwd Flag Ecn Speed,Fwd Flag Fin Num,Bwd Flag Fin Num,F/Bwd Flag Fin Ratio,Fwd Flag Fin Speed,Bwd Flag Fin Speed,Fwd Flag Ns Num,Bwd Flag Ns Num,F/Bwd Flag Ns Ratio,Fwd Flag Ns Speed,Bwd Flag Ns Speed,Fwd Flag Push Num,Bwd Flag Push Num,F/Bwd Flag Push Ratio,Fwd Flag Push Speed,Bwd Flag Push Speed,Fwd Flag Res Num,Bwd Flag Res Num,F/Bwd Flag Res Ratio,Fwd Flag Res Speed,Bwd Flag Res Speed,Fwd Flag Reset Num,Bwd Flag Reset Num,F/Bwd Flag Reset Ratio,Fwd Flag Reset Speed,Bwd Flag Reset Speed,Fwd Flag Syn Num,Bwd Flag Syn Num,F/Bwd Flag Syn Ratio,Fwd Flag Syn Speed,Bwd Flag Syn Speed,Fwd Flag Urg Num,Bwd Flag Urg Num,F/Bwd Flag Urg Ratio,Fwd Flag Urg Speed,Bwd Flag Urg Speed,Fwd Pkt Len Min,Fwd Pkt Len Max,Fwd Pkt Len Sum,Fwd Pkt Len Ave,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Max,Bwd Pkt Len Sum,Bwd Pkt Len Ave,Bwd Pkt Len Std,Flow Pkt Len Min,Flow Pkt Len Max,Flow Pkt Len Ave,Flow Pkt Len Std,Fwd Pkt Num,Bwd Pkt Num,F/Bwd Pkt Ratio,Fwd Pkt Speed,Bwd Pkt Speed,Fwd Byte Num,Bwd Byte Num,F/Bwd Byte Ratio,Fwd Byte Speed,Bwd Byte Speed,Type
ICMPv6 fe80::201:1:1:1 0 ff02::1a 0 155 1,ICMPv6,fe80::201:1:1:1,0,ff02::1a,0,49:16.5,49:16.5,1.62214E+15,0,"{'0x0000ffff', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0,Normal
ICMPv6 fe80::201:1:1:1 0 fe80::20b:b:b:b 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::20b:b:b:b,0,49:16.6,49:20.3,1.62214E+15,3681000,"{'00:0b:00:0b:00:0b:00:0b', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,0.539999962,3.141000032,3.680999994,1.840499997,1.839184788,0.539999962,3.141000032,1.840499997,1.839184788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,306,102,0,102,102,102,0,0,3,0,0,0.814995925,0,306,0,0,83.12958435,Normal
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,49:16.6,49:21.5,1.62214E+15,4930000,set(),,0.013000011,0.593000174,4.930000067,0.214347829,0.187244469,0,0,0,0,0,0.013000011,0.593000174,0.214347829,0.187244469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,120,5,0,0,0,0,0,0,5,5,5,0,24,0,0,4.868154158,0,120,0,0,24.34077079,0,Malicious
ICMPv6 fe80::201:1:1:1 0 fe80::20c:c:c:c 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::20c:c:c:c,0,49:16.7,49:20.9,1.62214E+15,4188000,"{'00:0c:00:0c:00:0c:00:0c', '00:01:00:01:00:01:00:01'}",,0,0,0,0,0,0.146000147,3.792000055,4.188000202,1.396000067,2.07564832,0.146000147,3.792000055,1.396000067,2.07564832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,408,102,0,102,102,102,0,0,4,0,0,0.955109838,0,408,0,0,97.42120344,Normal
ICMPv6 fe80::201:1:1:1 0 fe80::20a:a:a:a 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::20a:a:a:a,0,49:17.2,49:21.7,1.62214E+15,4554000,"{'00:01:00:01:00:01:00:01', '00:0a:00:0a:00:0a:00:0a'}",,0,0,0,0,0,0.770999908,2,4.553999901,1.517999967,0.655956604,0.770999908,2,1.517999967,0.655956604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,408,102,0,102,102,102,0,0,4,0,0,0.878348704,0,408,0,0,89.59156785,Normal
ICMPv6 fe80::201:1:1:1 0 fe80::209:9:9:9 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::209:9:9:9,0,49:17.5,49:22.0,1.62214E+15,4496000,"{'00:01:00:01:00:01:00:01', '00:09:00:09:00:09:00:09'}",,0,0,0,0,0,0.575999975,2.025000095,4.496000051,1.498666684,0.80169221,0.575999975,2.025000095,1.498666684,0.80169221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,408,102,0,102,102,102,0,0,4,0,0,0.889679715,0,408,0,0,90.74733096,Normal
ICMPv6 fe80::201:1:1:1 0 fe80::206:6:6:6 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::206:6:6:6,0,49:18.3,49:22.2,1.62214E+15,3899000,"{'00:01:00:01:00:01:00:01', '00:06:00:06:00:06:00:06'}",,0,0,0,0,0,3.898999929,3.898999929,3.898999929,3.898999929,0,3.898999929,3.898999929,3.898999929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,204,102,0,102,102,102,0,0,2,0,0,0.512952039,0,204,0,0,52.32110798,Normal
ICMPv6 fe80::201:1:1:1 0 fe80::205:5:5:5 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::205:5:5:5,0,49:18.9,49:21.5,1.62214E+15,2647000,"{'00:01:00:01:00:01:00:01', '00:05:00:05:00:05:00:05'}",,0,0,0,0,0,0.241000175,2.405999899,2.647000074,1.323500037,1.530885986,0.241000175,2.405999899,1.323500037,1.530885986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,306,102,0,102,102,102,0,0,3,0,0,1.133358519,0,306,0,0,115.6025689,Normal
ICMPv6 fe80::201:1:1:1 0 fe80::207:7:7:7 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::207:7:7:7,0,49:19.2,49:24.1,1.62214E+15,4922000,"{'00:01:00:01:00:01:00:01', '00:07:00:07:00:07:00:07'}",,0,0,0,0,0,1.096999884,3.825000048,4.921999931,2.460999966,1.928987415,1.096999884,3.825000048,2.460999966,1.928987415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,306,102,0,102,102,102,0,0,3,0,0,0.60950833,0,306,0,0,62.16984965,Normal
ICMPv6 fe80::201:1:1:1 0 fe80::203:3:3:3 0 155 1,ICMPv6,fe80::201:1:1:1,0,fe80::203:3:3:3,0,49:19.6,49:22.1,1.62214E+15,2448000,"{'00:01:00:01:00:01:00:01', '00:03:00:03:00:03:00:03'}",,0,0,0,0,0,0.214999914,1.259000063,2.447999954,0.815999985,0.539636059,0.214999914,1.259000063,0.815999985,0.539636059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,408,102,0,102,102,102,0,0,4,0,0,1.633986928,0,408,0,0,166.6666667,Normal
