Session Key,Protocol,Src IP,Src Port,Dst IP,Dst Port,Init Ts,Last Ts,Ts,Duration,Mac Addr,Label,Fwd IAT Min,Fwd IAT Max,Fwd IAT Sum,Fwd IAT Ave,Fwd IAT Std,Bwd IAT Min,Bwd IAT Max,Bwd IAT Sum,Bwd IAT Ave,Bwd IAT Std,Flow IAT Min,Flow IAT Max,Flow IAT Ave,Flow IAT Std,Fwd Flag Ack Num,Bwd Flag Ack Num,F/Bwd Flag Ack Ratio,Fwd Flag Ack Speed,Bwd Flag Ack Speed,Fwd Flag Cwr Num,Bwd Flag Cwr Num,F/Bwd Flag Cwr Ratio,Fwd Flag Cwr Speed,Bwd Flag Cwr Speed,Fwd Flag Ecn Num,Bwd Flag Ecn Num,F/Bwd Flag Ecn Ratio,Fwd Flag Ecn Speed,Bwd Flag Ecn Speed,Fwd Flag Fin Num,Bwd Flag Fin Num,F/Bwd Flag Fin Ratio,Fwd Flag Fin Speed,Bwd Flag Fin Speed,Fwd Flag Ns Num,Bwd Flag Ns Num,F/Bwd Flag Ns Ratio,Fwd Flag Ns Speed,Bwd Flag Ns Speed,Fwd Flag Push Num,Bwd Flag Push Num,F/Bwd Flag Push Ratio,Fwd Flag Push Speed,Bwd Flag Push Speed,Fwd Flag Res Num,Bwd Flag Res Num,F/Bwd Flag Res Ratio,Fwd Flag Res Speed,Bwd Flag Res Speed,Fwd Flag Reset Num,Bwd Flag Reset Num,F/Bwd Flag Reset Ratio,Fwd Flag Reset Speed,Bwd Flag Reset Speed,Fwd Flag Syn Num,Bwd Flag Syn Num,F/Bwd Flag Syn Ratio,Fwd Flag Syn Speed,Bwd Flag Syn Speed,Fwd Flag Urg Num,Bwd Flag Urg Num,F/Bwd Flag Urg Ratio,Fwd Flag Urg Speed,Bwd Flag Urg Speed,Fwd Pkt Len Min,Fwd Pkt Len Max,Fwd Pkt Len Sum,Fwd Pkt Len Ave,Fwd Pkt Len Std,Bwd Pkt Len Min,Bwd Pkt Len Max,Bwd Pkt Len Sum,Bwd Pkt Len Ave,Bwd Pkt Len Std,Flow Pkt Len Min,Flow Pkt Len Max,Flow Pkt Len Ave,Flow Pkt Len Std,Fwd Pkt Num,Bwd Pkt Num,F/Bwd Pkt Ratio,Fwd Pkt Speed,Bwd Pkt Speed,Fwd Byte Num,Bwd Byte Num,F/Bwd Byte Ratio,Fwd Byte Speed,Bwd Byte Speed
ICMPv6 fe80::212:7401:1:101 0 ff02::1a 0 155 1,ICMPv6,fe80::212:7401:1:101,0,ff02::1a,0,27:45.3,27:45.3,1.6222E+15,0,"{'00:12:74:01:00:01:01:01', '0x0000ffff'}",Normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,97,97,0,0,0,0,0,0,97,97,97,0,1,0,0,0,0,97,0,0,0,0
ICMPv6 fe80::212:7401:1:101 0 fe80::212:740b:b:b0b 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:740b:b:b0b,0,27:47.3,27:47.4,1.6222E+15,93736,"{'00:12:74:01:00:01:01:01', '00:12:74:0b:00:0b:0b:0b'}",Normal,0,0,0,0,0,0.015611172,0.046875,0.093736172,0.031245391,0.015631915,0.015611172,0.046875,0.031245391,0.015631915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,408,102,0,102,102,102,0,0,4,0,0,42.67303917,0,408,0,0,4352.649996
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7408:8:808 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7408:8:808,0,27:47.3,27:47.5,1.6222E+15,179673,"{'00:12:74:01:00:01:01:01', '00:12:74:08:00:08:08:08'}",Normal,0,0,0,0,0,0.007673979,0.046875,0.179672956,0.025667565,0.017932389,0.007673979,0.046875,0.025667565,0.017932389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,816,102,0,102,102,102,0,0,8,0,0,44.52533213,0,816,0,0,4541.583877
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7403:3:303 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7403:3:303,0,27:47.3,27:47.5,1.6222E+15,179673,"{'00:12:74:01:00:01:01:01', '00:12:74:03:00:03:03:03'}",Normal,0,0,0,0,0,0.006988049,0.046875,0.179672956,0.025667565,0.018191811,0.006988049,0.046875,0.025667565,0.018191811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,816,102,0,102,102,102,0,0,8,0,0,44.52533213,0,816,0,0,4541.583877
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7407:7:707 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7407:7:707,0,27:47.3,27:47.5,1.6222E+15,179673,"{'00:12:74:01:00:01:01:01', '00:12:74:07:00:07:07:07'}",Normal,0,0,0,0,0,0.007013083,0.046875,0.179672956,0.025667565,0.018182105,0.007013083,0.046875,0.025667565,0.018182105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,816,102,0,102,102,102,0,0,8,0,0,44.52533213,0,816,0,0,4541.583877
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7406:6:606 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7406:6:606,0,27:47.3,27:47.5,1.6222E+15,179673,"{'00:12:74:01:00:01:01:01', '00:12:74:06:00:06:06:06'}",Normal,0,0,0,0,0,0.007014036,0.046875,0.179672956,0.025667565,0.018181818,0.007014036,0.046875,0.025667565,0.018181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,816,102,0,102,102,102,0,0,8,0,0,44.52533213,0,816,0,0,4541.583877
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7409:9:909 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7409:9:909,0,27:47.3,27:47.5,1.6222E+15,179680,"{'00:12:74:01:00:01:01:01', '00:12:74:09:00:09:09:09'}",Normal,0,0,0,0,0,0.007012844,0.046881914,0.179679871,0.025668553,0.018183521,0.007012844,0.046881914,0.025668553,0.018183521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,816,102,0,102,102,102,0,0,8,0,0,44.52359751,0,816,0,0,4541.406946
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7404:4:404 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7404:4:404,0,27:47.4,27:52.0,1.6222E+15,4695327,"{'00:12:74:01:00:01:01:01', '00:12:74:04:00:04:04:04'}",Normal,0,0,0,0,0,0.960937023,3.73439002,4.695327044,2.347663522,1.961127422,0.960937023,3.73439002,2.347663522,1.961127422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,306,102,0,102,102,102,0,0,3,0,0,0.638933135,0,306,0,0,65.17117977
WPAN 0 0 0 0 0x00000002,WPAN,0,0,0,0,27:47.4,27:52.4,1.6222E+15,4998530,set(),Normal,0.009484053,1.480901957,4.998529911,0.384502301,0.480533511,0,0,0,0,0,0.009484053,1.480901957,0.384502301,0.480533511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,70,5,0,0,0,0,0,0,5,5,5,0,14,0,0,2.800823442,0,70,0,0,14.00411721,0
ICMPv6 fe80::212:7401:1:101 0 fe80::212:7405:5:505 0 155 1,ICMPv6,fe80::212:7401:1:101,0,fe80::212:7405:5:505,0,27:47.4,27:51.3,1.6222E+15,3968765,"{'00:12:74:01:00:01:01:01', '00:12:74:05:00:05:05:05'}",Normal,0,0,0,0,0,1.54766202,2.421103001,3.96876502,1.98438251,0.617616041,1.54766202,2.421103001,1.98438251,0.617616041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,306,102,0,102,102,102,0,0,3,0,0,0.755902655,0,306,0,0,77.1020708
