25:20:47.137	ID:3	28.454,42.318,101002.781
25:20:49.775	ID:2	26.640,42.496,101000.344
25:20:49.775	ID:4	25.704,40.218,101000.797
25:20:49.775	ID:6	25.533,40.483,101000.516
25:20:50.262	ID:5	26.446,42.650,101003.078
25:20:50.438	ID:3	27.666,40.930,101002.125
25:20:53.076	ID:2	27.220,42.566,101003.641
25:20:53.076	ID:4	27.115,42.420,101004.305
25:20:53.076	ID:6	25.258,41.288,101002.328
25:20:53.563	ID:5	27.395,43.517,101004.516
25:20:53.739	ID:3	27.884,42.181,101002.117
25:20:56.377	ID:2	26.862,40.391,101001.828
25:20:56.377	ID:4	29.011,41.782,101001.570
25:20:56.377	ID:6	25.432,42.929,101000.680
25:20:56.864	ID:5	27.506,43.529,101002.484
25:20:57.040	ID:3	26.108,40.568,101001.938
25:20:59.678	ID:2	29.942,42.514,101004.852
25:20:59.678	ID:4	27.931,41.748,101001.719
25:20:59.678	ID:6	27.717,43.292,101002.914
25:21:00.165	ID:5	26.570,41.328,101003.500
25:21:00.341	ID:3	27.387,42.374,101002.469
25:21:02.979	ID:2	26.117,40.184,101001.172
25:21:02.979	ID:4	26.398,41.632,101001.641
25:21:02.979	ID:6	27.522,40.966,101000.211
25:21:03.466	ID:5	25.799,40.753,101003.148
25:21:03.642	ID:3	27.681,42.920,101001.922
25:21:06.280	ID:2	25.411,42.179,101000.789
25:21:06.280	ID:4	25.675,42.658,101000.320
25:21:06.280	ID:6	27.235,42.482,101000.539
25:21:06.767	ID:5	27.097,40.266,101001.211
25:21:06.943	ID:3	25.533,42.648,101000.875
25:21:09.581	ID:2	25.193,40.782,101001.336
25:21:09.581	ID:4	27.524,40.206,101000.195
25:21:09.581	ID:6	28.122,42.630,101003.438
25:21:10.068	ID:5	26.423,40.427,101000.445
25:21:10.244	ID:3	27.544,40.254,101002.516
25:21:12.882	ID:2	26.602,41.555,101000.266
25:21:12.882	ID:4	25.347,42.509,101000.320
25:21:12.882	ID:6	27.301,41.156,101003.445
25:21:13.369	ID:5	25.711,42.024,101000.883
25:21:13.545	ID:3	26.824,41.910,101002.875
25:21:16.183	ID:2	25.965,41.549,101001.422
25:21:16.183	ID:4	27.107,40.403,101002.297
25:21:16.183	ID:6	28.406,43.535,101001.234
25:21:16.670	ID:5	27.579,43.323,101002.531
25:21:16.846	ID:3	26.155,40.075,101000.211
25:21:19.484	ID:2	26.390,42.985,101002.750
25:21:19.484	ID:4	27.541,40.730,101001.344
25:21:19.484	ID:6	27.503,44.394,101002.555
25:21:19.971	ID:5	28.783,42.321,101003.242
25:21:20.147	ID:3	27.051,42.330,101004.234
25:21:22.785	ID:2	25.494,40.152,101000.992
25:21:22.785	ID:4	29.464,42.386,101002.375
25:21:22.785	ID:6	27.197,40.353,101002.695
25:21:23.272	ID:5	28.122,42.838,101004.000
25:21:23.448	ID:3	27.243,41.562,101002.828
25:21:26.086	ID:2	25.611,42.956,101001.453
25:21:26.086	ID:4	29.195,43.928,101001.781
25:21:26.086	ID:6	26.379,41.769,101000.102
25:21:26.573	ID:5	29.548,42.338,101002.328
25:21:26.749	ID:3	29.468,43.174,101003.695
25:21:29.387	ID:2	26.591,42.035,101001.781
25:21:29.387	ID:6	27.426,42.359,101002.391
25:21:29.387	ID:4	26.474,42.140,101000.539
25:21:29.874	ID:5	26.774,42.547,101001.789
25:21:30.050	ID:3	28.404,44.092,101001.656
25:21:32.688	ID:2	25.295,40.744,101002.641
25:21:32.688	ID:4	25.715,42.400,101000.656
25:21:32.688	ID:6	27.997,40.564,101001.164
25:21:33.175	ID:5	26.155,41.813,101000.125
25:21:33.351	ID:3	26.502,42.451,101002.070
25:21:35.989	ID:2	25.999,40.703,101000.742
25:21:35.989	ID:4	28.534,42.060,101004.289
25:21:35.989	ID:6	27.304,40.760,101001.039
25:21:36.476	ID:5	25.110,40.858,101000.023
25:21:36.652	ID:3	27.109,40.048,101000.031
25:21:39.290	ID:2	26.584,43.228,101000.898
25:21:39.290	ID:4	25.460,41.748,101000.875
25:21:39.290	ID:6	28.046,41.005,101001.586
25:21:39.777	ID:5	25.449,41.646,101001.508
25:21:39.953	ID:3	27.138,42.785,101001.422
25:21:42.591	ID:2	26.152,41.302,101003.109
25:21:42.591	ID:4	25.998,40.119,101001.602
25:21:42.591	ID:6	28.305,42.544,101002.500
25:21:43.078	ID:5	26.864,40.035,101000.250
25:21:43.254	ID:3	26.085,41.100,101001.078
25:21:45.892	ID:2	28.592,44.707,101002.383
25:21:45.892	ID:4	25.678,42.790,101002.156
25:21:45.892	ID:6	27.735,42.894,101004.289
25:21:46.379	ID:5	25.773,40.995,101002.688
25:21:46.555	ID:3	25.954,43.263,101003.391
25:21:49.193	ID:2	27.416,40.129,101000.234
25:21:49.193	ID:4	26.926,42.344,101004.203
25:21:49.193	ID:6	25.642,40.032,101001.328
25:21:49.680	ID:5	27.915,42.523,101001.477
25:21:49.856	ID:3	25.764,43.062,101003.023
25:21:52.494	ID:2	27.365,43.030,101003.242
25:21:52.494	ID:4	27.587,42.589,101002.836
25:21:52.494	ID:6	27.277,43.959,101002.031
25:21:52.981	ID:5	27.862,41.568,101000.461
25:21:53.157	ID:3	26.475,43.891,101001.492
25:21:55.795	ID:2	27.511,42.513,101000.289
25:21:55.795	ID:4	25.131,41.090,101000.500
25:21:55.795	ID:6	28.816,42.506,101002.492
25:21:56.282	ID:5	26.497,41.137,101002.867
25:21:56.458	ID:3	25.023,40.889,101000.125
25:21:59.096	ID:2	26.560,43.517,101002.281
25:21:59.096	ID:4	27.197,43.744,101002.008
25:21:59.096	ID:6	26.212,40.823,101003.109
25:21:59.583	ID:5	26.071,41.235,101001.758
25:21:59.759	ID:3	25.467,40.619,101002.953
25:22:02.397	ID:2	29.208,42.514,101003.781
25:22:02.397	ID:6	26.160,40.807,101003.047
25:22:02.397	ID:4	27.071,43.237,101003.227
25:22:02.884	ID:5	26.047,41.058,101001.070
25:22:03.060	ID:3	29.352,42.823,101002.258
25:22:05.698	ID:2	27.561,44.916,101002.516
25:22:05.698	ID:4	27.994,40.557,101001.633
25:22:05.698	ID:6	26.960,41.962,101004.453
25:22:06.185	ID:5	25.464,41.186,101000.891
25:22:06.361	ID:3	27.516,44.552,101002.867
25:22:08.999	ID:2	25.483,41.019,101000.188
25:22:08.999	ID:4	25.368,40.353,101000.648
25:22:08.999	ID:6	26.043,42.779,101002.766
25:22:09.486	ID:5	27.331,40.196,101001.805
25:22:09.662	ID:3	28.250,41.463,101001.234
25:22:12.300	ID:2	27.471,41.736,101000.891
25:22:12.300	ID:4	25.096,42.470,101000.383
25:22:12.300	ID:6	25.018,40.150,101000.016
25:22:12.787	ID:5	25.869,40.614,101000.969
25:22:12.963	ID:3	25.226,41.045,101001.297
25:22:15.601	ID:2	27.780,41.339,101003.773
25:22:15.601	ID:4	29.098,42.526,101002.438
25:22:15.601	ID:6	28.151,42.570,101002.359
25:22:16.088	ID:5	25.105,40.095,101000.156
25:22:16.264	ID:3	26.483,40.618,101000.336
25:22:18.902	ID:2	25.075,41.359,101000.828
25:22:18.902	ID:4	26.177,42.482,101001.453
25:22:18.902	ID:6	26.894,40.148,101000.133
25:22:19.389	ID:5	29.265,42.112,101004.562
25:22:19.565	ID:3	26.725,42.241,101000.023
25:22:22.203	ID:2	25.318,40.165,101000.156
25:22:22.203	ID:4	25.101,40.084,101002.461
25:22:22.203	ID:6	27.495,42.502,101002.688
25:22:22.690	ID:5	26.229,40.494,101002.305
25:22:22.866	ID:3	25.553,41.390,101002.047
25:22:25.504	ID:2	26.644,41.986,101000.180
25:22:25.504	ID:6	25.374,40.890,101000.383
25:22:25.504	ID:4	26.227,43.664,101001.297
25:22:25.991	ID:5	25.513,40.894,101000.516
25:22:26.167	ID:3	27.042,42.171,101003.953
25:22:28.805	ID:2	27.294,42.314,101002.305
25:22:28.805	ID:4	26.618,40.648,101003.070
25:22:28.805	ID:6	25.848,42.158,101000.031
25:22:29.292	ID:5	27.545,42.497,101002.711
25:22:29.468	ID:3	25.413,41.739,101000.078
25:22:32.106	ID:2	25.064,41.816,101002.234
25:22:32.106	ID:4	26.653,40.053,101000.117
25:22:32.106	ID:6	25.373,42.439,101001.695
25:22:32.593	ID:5	27.459,42.652,101000.789
25:22:32.769	ID:3	27.265,42.360,101003.070
25:22:35.407	ID:2	26.557,41.672,101003.953
25:22:35.407	ID:4	25.055,41.572,101000.047
25:22:35.407	ID:6	25.709,41.401,101000.906
25:22:35.894	ID:5	26.897,40.279,101002.172
25:22:36.070	ID:3	25.301,41.752,101002.375
25:22:38.708	ID:2	27.962,40.889,101002.492
25:22:38.708	ID:4	27.436,41.120,101000.031
25:22:38.708	ID:6	26.885,41.735,101000.500
25:22:39.195	ID:5	26.708,41.092,101000.211
25:22:39.371	ID:3	25.482,41.913,101000.227
25:22:42.009	ID:2	29.501,42.513,101004.164
25:22:42.009	ID:4	26.914,42.000,101000.859
25:22:42.009	ID:6	25.652,40.045,101002.156
25:22:42.496	ID:5	25.494,40.293,101001.625
25:22:42.672	ID:3	25.476,41.112,101000.406
25:22:45.310	ID:2	29.275,43.422,101002.586
25:22:45.310	ID:4	27.166,40.407,101001.000
25:22:45.310	ID:6	27.289,40.057,101000.594
25:22:45.797	ID:5	27.144,42.712,101003.672
25:22:45.973	ID:3	25.728,40.044,101000.758
25:22:48.611	ID:2	25.245,41.194,101000.734
25:22:48.611	ID:4	27.406,42.368,101002.930
25:22:48.611	ID:6	27.521,42.505,101000.070
25:22:49.098	ID:5	26.285,41.191,101000.867
25:22:49.274	ID:3	28.144,40.850,101000.773
25:22:51.912	ID:2	26.682,40.309,101000.336
25:22:51.912	ID:4	27.419,40.505,101000.500
25:22:51.912	ID:6	27.609,44.394,101002.539
25:22:52.399	ID:5	27.802,42.024,101003.969
25:22:52.575	ID:3	27.513,42.267,101001.250
25:22:55.213	ID:2	26.027,41.564,101003.398
25:22:55.213	ID:4	29.917,44.910,101003.688
25:22:55.213	ID:6	25.302,40.297,101000.758
25:22:55.700	ID:5	25.984,43.450,101001.062
25:22:55.876	ID:3	27.540,40.128,101001.406
25:22:58.514	ID:2	25.205,40.063,101002.336
25:22:58.514	ID:4	28.598,41.164,101001.500
25:22:58.514	ID:6	27.339,41.625,101001.453
25:22:59.001	ID:5	25.037,42.474,101000.664
25:22:59.177	ID:3	26.584,41.656,101001.703
25:23:01.815	ID:2	26.467,41.067,101001.664
25:23:01.815	ID:6	27.443,42.559,101002.242
25:23:01.815	ID:4	28.800,43.122,101003.508
25:23:02.302	ID:5	26.830,40.202,101000.070
25:23:02.478	ID:3	25.603,40.710,101002.391
25:23:05.116	ID:2	28.324,40.979,101000.969
25:23:05.116	ID:4	25.981,40.607,101000.602
25:23:05.116	ID:6	25.399,42.637,101000.141
25:23:05.603	ID:5	25.952,40.155,101000.266
25:23:05.779	ID:3	26.112,41.184,101001.148
25:23:08.417	ID:2	25.754,40.750,101002.914
25:23:08.417	ID:4	26.332,40.187,101000.297
25:23:08.417	ID:6	25.505,40.365,101000.695
25:23:08.904	ID:5	26.426,42.914,101000.586
25:23:09.080	ID:3	27.467,44.354,101004.023
25:23:11.718	ID:2	28.819,44.111,101001.648
25:23:11.718	ID:4	25.549,42.657,101001.750
25:23:11.718	ID:6	26.593,41.740,101003.852
25:23:12.205	ID:5	25.492,42.817,101002.773
25:23:12.381	ID:3	27.277,41.422,101002.266
25:23:15.019	ID:2	25.195,40.281,101002.547
25:23:15.019	ID:4	28.828,41.341,101003.422
25:23:15.019	ID:6	27.325,42.326,101002.344
25:23:15.506	ID:5	26.035,40.205,101000.055
25:23:15.682	ID:3	27.415,41.868,101001.891
25:23:18.320	ID:2	25.111,40.163,101002.055
25:23:18.320	ID:4	27.284,43.469,101001.547
25:23:18.320	ID:6	27.668,41.138,101000.242
25:23:18.807	ID:5	28.859,44.926,101003.008
25:23:18.983	ID:3	29.001,43.936,101002.836
25:23:21.621	ID:2	25.047,42.073,101000.133
25:23:21.621	ID:4	27.177,41.687,101001.453
25:23:21.621	ID:6	26.602,40.696,101001.195
25:23:22.108	ID:5	27.676,40.239,101000.273
25:23:22.284	ID:3	27.897,43.867,101002.773
25:23:24.922	ID:2	26.267,40.821,101001.391
25:23:24.922	ID:4	28.427,43.495,101003.805
25:23:24.922	ID:6	25.871,40.413,101001.203
25:23:25.409	ID:5	26.818,40.350,101002.742
25:23:25.585	ID:3	26.122,40.726,101000.062
25:23:28.223	ID:2	29.074,44.801,101002.469
25:23:28.223	ID:4	26.039,41.535,101003.039
25:23:28.223	ID:6	25.719,40.750,101001.672
25:23:28.710	ID:5	27.621,44.240,101002.664
25:23:28.886	ID:3	29.572,43.854,101002.227
25:23:31.524	ID:2	29.087,44.640,101004.672
25:23:31.524	ID:4	25.122,40.032,101000.055
25:23:31.524	ID:6	27.029,42.587,101001.648
25:23:32.011	ID:5	27.158,41.375,101000.906
25:23:32.187	ID:3	27.492,40.197,101001.188
25:23:34.825	ID:2	25.916,40.920,101001.133
25:23:34.825	ID:4	27.486,42.298,101002.297
25:23:34.825	ID:6	25.434,40.144,101000.047
