node_id,temperature,humidity,pressure
2,25.121,42.206,101000.719
2,27.474,40.093,101000.398
2,26.676,41.031000000000006,101002.04699999999
2,25.691,40.957,101002.492
2,27.305999999999997,40.268,101000.344
2,25.105999999999998,41.871,101000.664
2,27.096,40.013000000000005,101001.57800000001
2,25.039,40.014,101000.227
2,25.738000000000003,41.324,101000.117
2,25.869,42.497,101001.31199999999
2,27.16,41.18600000000001,101000.56199999999
2,25.267,40.146,101000.094
2,25.024,40.07,101000.07
2,26.057,41.551,101000.977
2,26.849,41.345,101000.008
2,25.024,42.052,101001.367
2,27.495,40.05,101002.492
2,25.011999999999997,40.187,101001.289
2,27.096,41.391999999999996,101000.211
2,25.006,40.477,101000.539
2,25.1,41.023999999999994,101000.133
2,27.284000000000002,40.015,101000.414
2,25.96,41.185,101000.141
2,27.175,40.049,101000.008
2,25.024,40.01,101000.031
2,25.893,40.233000000000004,101000.484
2,25.011,40.134,101002.383
2,25.061,42.398,101001.086
2,25.075,42.058,101000.508
2,25.013,40.515,101000.04699999999
3,27.498,40.467,101000.133
3,25.055,42.408,101000.117
3,25.504,40.194,101000.07
3,27.160999999999998,40.009,101002.477
3,27.401,40.37,101001.445
3,25.131,40.806,101000.023
3,25.311,40.007,101000.133
3,25.013,40.449,101000.125
3,25.011999999999997,40.064,101000.18
3,25.136999999999997,40.010999999999996,101000.969
3,26.026,40.013000000000005,101000.961
3,25.006999999999998,40.188,101000.008
3,25.303,41.523999999999994,101000.008
3,25.4,40.078,101000.977
3,25.162,40.033,101000.039
3,26.099,42.506,101000.023
3,26.63,40.049,101001.891
3,27.357,42.498999999999995,101000.484
3,26.049,40.625,101002.492
3,25.028000000000002,40.009,101000.016
3,25.209,40.007,101000.18800000001
3,26.904,40.647,101000.758
3,27.456999999999997,40.738,101001.789
3,25.484,41.11,101000.992
3,25.316,40.013000000000005,101000.06199999999
3,25.083000000000002,41.258,101000.016
3,25.011999999999997,40.702,101002.289
3,25.305999999999997,40.224000000000004,101001.344
3,27.281,42.24100000000001,101000.016
3,27.314,42.501000000000005,101002.141
4,25.791,42.283,101000.68800000001
4,25.936999999999998,40.446,101001.54699999999
4,25.660999999999998,42.282,101001.789
4,25.051,40.96,101001.406
4,25.309,40.006,101000.195
4,25.174,40.157,101000.102
4,25.01,40.086,101002.266
4,27.441999999999997,40.872,101000.008
4,25.235,40.908,101000.18800000001
4,26.398000000000003,41.646,101000.92199999999
4,25.014,40.059,101000.359
4,25.235,40.014,101000.516
4,25.061999999999998,40.043,101000.008
4,25.061999999999998,40.006,101000.758
4,25.02,42.471000000000004,101002.461
4,25.099,40.031,101000.211
4,26.008000000000003,42.122,101000.031
4,25.006,40.023,101000.898
4,26.881999999999998,40.013000000000005,101002.484
4,25.761999999999997,42.477,101002.25
4,26.331,40.718,101000.523
4,27.092,41.89,101001.773
4,26.239,40.147,101000.42199999999
4,26.596,42.208,101000.086
4,26.118000000000002,40.265,101000.125
4,27.153000000000002,40.23,101001.93
4,27.0,40.942,101002.156
4,27.026999999999997,40.054,101001.492
4,25.013,41.045,101001.242
4,25.064,41.022,101002.06199999999
5,25.701999999999998,42.479,101000.008
5,27.328000000000003,40.006,101000.18800000001
5,26.426,40.006,101002.508
5,26.660999999999998,40.961000000000006,101000.016
5,25.638,41.316,101000.219
5,26.811999999999998,40.263000000000005,101001.32
5,26.295,40.015,101000.06199999999
5,25.283,42.196000000000005,101000.32800000001
5,25.193,41.531000000000006,101000.68
5,26.945,40.133,101002.492
5,25.024,40.023,101000.211
5,25.065,42.5,101002.42199999999
5,25.61,42.506,101000.625
5,25.636,42.403999999999996,101002.492
5,25.009,42.148999999999994,101000.008
5,26.094,42.506,101001.383
5,25.941,40.336999999999996,101001.266
5,26.75,42.238,101002.227
5,27.27,40.274,101000.18
5,25.485,42.437,101000.125
5,27.288,40.571999999999996,101000.031
5,25.043000000000003,40.006,101000.93800000001
5,26.953000000000003,42.498999999999995,101000.164
5,26.296999999999997,40.842,101000.773
5,26.234,40.084,101000.117
5,27.182,40.01,101000.539
5,27.01,40.022,101000.016
5,25.193,41.945,101000.016
5,25.01,40.054,101000.195
5,25.2,41.355,101000.219
6,26.143,42.38,101001.633
6,25.141,40.716,101002.45300000001
6,27.163,42.483999999999995,101000.289
6,25.016,42.446999999999996,101000.195
6,25.016,40.068000000000005,101000.133
6,26.123,41.733000000000004,101000.195
6,26.72,40.952,101000.016
6,25.983,40.066,101000.008
6,26.764,41.31399999999999,101001.031
6,26.732,40.084,101000.023
6,27.313000000000002,40.53,101000.945
6,25.006999999999998,40.056,101002.42199999999
6,25.218000000000004,40.038000000000004,101000.375
6,25.566999999999997,40.053000000000004,101000.141
6,27.183000000000003,40.641,101002.211
