node_id,temperature,humidity,pressure
2,25.037,41.397,101000.07
2,25.299,41.948,101000.391
3,25.693,40.202,101000.023
3,25.028000000000002,40.009,101000.016
4,25.061999999999998,40.043,101000.008
4,25.174,40.157,101000.102
5,26.261999999999997,40.007,101001.711
5,25.008000000000003,40.204,101001.789
6,25.141,40.716,101002.45300000001
6,25.765,42.434,101000.164
7,26.000999999999998,42.305,101000.664
7,25.037,40.885,101000.18800000001
8,25.236,40.404,101000.227
8,27.465999999999998,41.342,101000.406
9,25.014,41.722,101002.492
9,25.763,40.010999999999996,101002.477
10,25.294,41.103,101000.95300000001
10,27.114,40.006,101000.086
11,26.724,40.046,101001.281
11,25.011,40.080999999999996,101000.055
12,25.348000000000003,40.256,101001.656
12,25.026,40.287,101000.023
13,25.708000000000002,42.23,101002.391
13,26.113000000000003,40.24,101002.492
14,25.138,40.035,101001.17199999999
14,25.024,42.29,101000.055
15,25.936,40.01,101000.156
15,27.206,41.891999999999996,101000.125
16,25.006,40.037,101000.055
16,25.954,40.721,101002.17199999999
17,26.615,42.387,101001.31199999999
17,26.127,40.194,101000.633
18,25.26,40.044000000000004,101001.359
18,25.096,40.694,101000.07
19,25.038,40.165,101000.81199999999
19,25.891,40.118,101000.008
20,25.018,40.896,101001.211
20,25.064,40.019,101000.141
21,27.230999999999998,40.014,101000.031
21,25.741999999999997,41.492,101000.67199999999
22,26.698,40.129,101002.5
22,25.006999999999998,42.391000000000005,101000.492
23,25.426,41.644,101001.484
23,25.052,42.433,101000.06199999999
24,26.89,40.007,101002.156
24,25.709,40.014,101002.20300000001
25,25.22,42.327,101000.023
25,25.862,40.103,101000.055
26,25.046999999999997,40.146,101000.125
26,25.006999999999998,40.446999999999996,101001.43800000001
27,25.041999999999998,40.575,101002.508
27,25.546999999999997,42.506,101001.5
28,25.035,40.137,101000.5
28,27.263,40.012,101000.023
29,25.61,40.058,101002.336
29,25.021,42.461999999999996,101000.023
30,25.011,42.028999999999996,101000.17199999999
30,26.156999999999996,40.031,101000.031
31,25.039,42.213,101000.133
31,25.248,42.415,101000.234
